movieId,title,genres,release_date,poster_url,IMDb Rating,Rotten Tomatoes,Director,Lead Actors,Oscars Won,Golden Globes Won,BAFTAs Won,Runtime,Language
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,26-Jan-96,https://m.media-amazon.com/images/M/MV5BY2VmOWI4MzMtZmExYy00ZjNhLTk1Y2YtN2Q2ODkwMWViNDNkXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,7.4,71%,Tim Reid,"Al Freeman Jr., Phylicia Rashad, Leon",0,0,0,115 min,English
85,Angels and Insects (1995),Drama|Romance,26-Jan-96,https://m.media-amazon.com/images/M/MV5BZjZkYTk4ZjEtMWRmNi00MzM5LThlNTItZThhNzFlMzc1NDIwXkEyXkFqcGc@._V1_SX300.jpg,6.8,68%,Philip Haas,"Mark Rylance, Kristin Scott Thomas, Patsy Kensit",1,0,0,116 min,English
86,White Squall (1996),Action|Adventure|Drama,02-Feb-96,https://m.media-amazon.com/images/M/MV5BMGMwMzFjMjUtZTE4Yi00ZGQwLWFmMDItYzljOTc3YjUzZGI3XkEyXkFqcGc@._V1_SX300.jpg,6.6,57%,Ridley Scott,"Jeff Bridges, Caroline Goodall, John Savage",0,0,0,129 min,"English, Danish, Spanish"
87,Dunston Checks In (1996),Children|Comedy,12-Jan-96,https://m.media-amazon.com/images/M/MV5BYTkxZDlkNGUtNzFhMC00MWNkLTg4ZmMtMDFhZjNkOWQ1ZDdhXkEyXkFqcGc@._V1_SX300.jpg,5.4,17%,Ken Kwapis,"Jason Alexander, Faye Dunaway, Eric Lloyd",0,0,0,88 min,"English, French"
88,Black Sheep (1996),Comedy,02-Feb-96,https://m.media-amazon.com/images/M/MV5BOTYyMWE0MDUtMjkwZi00ZDNiLTg0MjUtZWQ5ZjMxNzA1N2ZjXkEyXkFqcGc@._V1_SX300.jpg,6.2,30%,Penelope Spheeris,"Chris Farley, David Spade, Tim Matheson",0,0,0,87 min,English
89,Nick of Time (1995),Action|Thriller,22-Nov-95,https://m.media-amazon.com/images/M/MV5BM2JhN2NmYmQtNmE3OS00ZTE0LWI1YWUtMDY1YmRkY2QyNGExXkEyXkFqcGc@._V1_SX300.jpg,6.3,30%,John Badham,"Johnny Depp, Christopher Walken, Courtney Chase",0,0,0,90 min,English
92,Mary Reilly (1996),Drama|Horror|Thriller,23-Feb-96,https://m.media-amazon.com/images/M/MV5BZmNhMzlkYTUtZWUyYS00MGZlLTkwMmMtYTA3MWNkMTA3MjdlXkEyXkFqcGc@._V1_SX300.jpg,5.8,26%,Stephen Frears,"Julia Roberts, John Malkovich, George Cole",0,0,0,108 min,English
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,27-Oct-95,https://m.media-amazon.com/images/M/MV5BZTk1ZGQ4ZTUtMmQxZS00ODcxLTk3YjUtZDA0MWVhZWMyNGJmXkEyXkFqcGc@._V1_SX300.jpg,4.7,11%,Wes Craven,"Eddie Murphy, Angela Bassett, Allen Payne",0,0,0,100 min,English
94,Beautiful Girls (1996),Comedy|Drama|Romance,09-Feb-96,https://m.media-amazon.com/images/M/MV5BZDJkZjZlY2UtZWY2ZC00NGIzLWI2N2MtMDNlNGVkMzM5NjVlXkEyXkFqcGc@._V1_SX300.jpg,7.1,78%,Ted Demme,"Matt Dillon, Timothy Hutton, Noah Emmerich",0,0,0,112 min,English
95,Broken Arrow (1996),Action|Adventure|Thriller,09-Feb-96,https://m.media-amazon.com/images/M/MV5BMjkxMzA5ZWMtZWU0MS00MTBhLWFjNzItYWI2ZGU4YjE2MTc4XkEyXkFqcGc@._V1_SX300.jpg,6.1,53%,John Woo,"John Travolta, Christian Slater, Samantha Mathis",0,0,0,108 min,English
96,In the Bleak Midwinter (1995),Comedy|Drama,16-Feb-96,https://m.media-amazon.com/images/M/MV5BZmQwM2Q0MDItYjBiMC00ZDYzLWJlZDUtZmE5ZmNkMmUzM2NmXkEyXkFqcGc@._V1_SX300.jpg,7.2,81%,Kenneth Branagh,"Michael Maloney, Richard Briers, Hetta Charnley",0,0,0,99 min,English
97,"Hate (Haine, La) (1995)",Crime|Drama,23-Feb-96,https://m.media-amazon.com/images/M/MV5BMThlMDA3NDYtZGM2Zi00NmJhLThlYWItZjViZTkzZWU1ZWRiXkEyXkFqcGc@._V1_SX300.jpg,8.1,96%,Mathieu Kassovitz,"Vincent Cassel, Hubert Koundé, Saïd Taghmaoui",0,0,0,98 min,"French, Yiddish"
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,09-Feb-96,https://m.media-amazon.com/images/M/MV5BMTc4NDc5NzQzNF5BMl5BanBnXkFtZTcwMDUyODkxMQ@@._V1_SX300.jpg,6.6,78%,Nick Broomfield,"Nick Broomfield, Nina Xining Zuo, Madam Alex",0,0,0,106 min,English
100,City Hall (1996),Drama|Thriller,16-Feb-96,https://m.media-amazon.com/images/M/MV5BMTJhMTUwYzMtOTZmYy00ZDkyLThmM2QtNTdjOTgxNDI1OWZkXkEyXkFqcGc@._V1_SX300.jpg,6.2,60%,Harold Becker,"Al Pacino, John Cusack, Bridget Fonda",0,0,0,111 min,English
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,21-Feb-96,https://m.media-amazon.com/images/M/MV5BNDlmNWY5NmMtZDNiMS00YjQ1LTg5NmItZmE5ZWEwNDg2MzhjXkEyXkFqcGc@._V1_SX300.jpg,6.9,86%,Wes Anderson,"Luke Wilson, Owen Wilson, Ned Dowd",0,0,0,91 min,"English, Spanish"
102,Mr. Wrong (1996),Comedy,16-Feb-96,https://m.media-amazon.com/images/M/MV5BZTIwOThjZmQtMWExMC00NzIwLWI0YzAtMWIzNTNlODdjNjg5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,3.8,7%,Nick Castle,"Ellen DeGeneres, Bill Pullman, Joan Cusack",0,0,0,96 min,English
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,23-Feb-96,https://m.media-amazon.com/images/M/MV5BMjQxODM0MjY2Nl5BMl5BanBnXkFtZTgwOTkwMDcyMTI@._V1_SX300.jpg,6.0,24%,John Dahl,"Ray Liotta, Linda Fiorentino, Peter Coyote",0,0,0,117 min,"English, Spanish"
104,Happy Gilmore (1996),Comedy,16-Feb-96,https://m.media-amazon.com/images/M/MV5BMzMyZTM1MTMtNDdjOS00NzIzLTkxY2QtZTU4OGYxOTUwNDMxXkEyXkFqcGc@._V1_SX300.jpg,7.0,61%,Dennis Dugan,"Adam Sandler, Christopher McDonald, Julie Bowen",0,0,0,92 min,English
105,"Bridges of Madison County, The (1995)",Drama|Romance,02-Jun-95,https://m.media-amazon.com/images/M/MV5BODBlMjVmOGYtZjY0Mi00MDgzLWE3MDYtNDk5ZmE1OGNkMGZjXkEyXkFqcGc@._V1_SX300.jpg,7.6,90%,Clint Eastwood,"Clint Eastwood, Meryl Streep, Annie Corley",1,0,0,135 min,English
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,12-Jan-95,https://m.media-amazon.com/images/M/MV5BMTM1NzQ2NjQ3Ml5BMl5BanBnXkFtZTcwNzg5NjYxMQ@@._V1_SX300.jpg,7.2,67%,Doris Dörrie,"Maria Schrader, Pierre Sanoussi-Bliss, Michael von Au",0,0,0,104 min,German
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,16-Feb-96,https://m.media-amazon.com/images/M/MV5BZmE3MmM4NTYtM2JhYS00ZjIwLWExOTItOTI3YjI4ZDQ2NjBhXkEyXkFqcGc@._V1_SX300.jpg,6.9,71%,Brian Henson,"Tim Curry, Billy Connolly, Jennifer Saunders",0,0,0,99 min,English
108,Catwalk (1996),Documentary,16-May-96,https://m.media-amazon.com/images/M/MV5BMTYxNzk1NjMxN15BMl5BanBnXkFtZTcwNjk0ODkxMQ@@._V1_SX300.jpg,7.1,43%,Robert Leacock,"Christy Turlington, Azzedine Alaïa, Giorgio Armani",0,0,0,95 min,English
110,Braveheart (1995),Action|Drama|War,24-May-95,https://m.media-amazon.com/images/M/MV5BNGMxZDBhNGQtYTZlNi00N2UzLWI4NDEtNmUzNWM2NTdmZDA0XkEyXkFqcGc@._V1_SX300.jpg,8.3,76%,Mel Gibson,"Mel Gibson, Sophie Marceau, Patrick McGoohan",5,0,0,178 min,"English, French, Latin, Gaelic, Italian"
111,Taxi Driver (1976),Crime|Drama|Thriller,09-Feb-76,https://m.media-amazon.com/images/M/MV5BZDNhMGYwM2UtMTdlZS00MGQ1LWI2YzAtODY5YWI1MjYyNzRmXkEyXkFqcGc@._V1_SX300.jpg,8.2,89%,Martin Scorsese,"Robert De Niro, Jodie Foster, Cybill Shepherd",4,0,0,114 min,"English, Spanish"
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,23-Feb-96,https://m.media-amazon.com/images/M/MV5BNWUxMDcyZTMtYzJjMi00Y2Q1LWE3NWMtNTRiNGQxZTljYjE2XkEyXkFqcGc@._V1_SX300.jpg,6.8,81%,Stanley Tong,"Jackie Chan, Anita Mui, Françoise Yip",0,0,0,87 min,"English, Cantonese"
113,Before and After (1996),Drama|Mystery,23-Feb-96,https://m.media-amazon.com/images/M/MV5BMTQxMGYzZWMtODdhNy00MDYxLTg2Y2MtZjBlNzMyYWY1ZTA4XkEyXkFqcGc@._V1_SX300.jpg,6.1,32%,Barbet Schroeder,"Meryl Streep, Liam Neeson, Edward Furlong",0,0,0,108 min,English
116,Anne Frank Remembered (1995),Documentary,08-Jun-95,https://m.media-amazon.com/images/M/MV5BYzQ4M2E0MTAtMDZmZS00ZjhhLWI2N2YtMDdiYWVmZDQ1NTMwXkEyXkFqcGc@._V1_SX300.jpg,8.1,97%,Jon Blair,"Kenneth Branagh, Glenn Close, Isa Baschwitz",1,0,0,117 min,"English, German, Dutch"
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,23-Feb-96,https://m.media-amazon.com/images/M/MV5BMTg0MTE5OTMzNV5BMl5BanBnXkFtZTcwMDM0MzkzMQ@@._V1_SX300.jpg,7.0,87%,Benjamin Ross,"Hugh O'Conor, Antony Sher, Tobias Arnold",0,0,0,99 min,English
118,If Lucy Fell (1996),Comedy|Romance,08-Mar-96,https://m.media-amazon.com/images/M/MV5BYWFkNzdhZjMtOGI5Zi00MmFiLTljN2QtYzcyOTQxOGQ4OTI4XkEyXkFqcGc@._V1_SX300.jpg,4.9,19%,Eric Schaeffer,"Sarah Jessica Parker, Eric Schaeffer, Ben Stiller",0,0,0,92 min,English
119,"Steal Big, Steal Little (1995)",Comedy,29-Sep-95,https://m.media-amazon.com/images/M/MV5BNjVhMzhiMzMtYzg5Zi00ZTVkLTkyZGEtOGM3ZTE1Y2ZkODQ3XkEyXkFqcGc@._V1_SX300.jpg,4.7,15%,Andrew Davis,"Andy Garcia, Alan Arkin, Rachel Ticotin",0,0,0,135 min,English
121,"Boys of St. Vincent, The (1992)",Drama,06-Dec-92,https://m.media-amazon.com/images/M/MV5BZWYzMWYxMTUtZDRiNC00Zjg3LTk2MTgtM2M0ZmM3ODVjNmVkXkEyXkFqcGc@._V1_SX300.jpg,7.5,100%,John N. Smith,"Henry Czerny, Johnny Morina, Brian Dooley",0,0,0,93 min,English
122,Boomerang (1992),Comedy|Romance,01-Jul-92,https://m.media-amazon.com/images/M/MV5BMjI1OWE5NjAtNmZjMy00NDA0LWI4OGItMTgxNDM3YmVhMDliXkEyXkFqcGc@._V1_SX300.jpg,5.6,49%,Reginald Hudlin,"Eddie Murphy, Robin Givens, Halle Berry",0,0,0,117 min,"English, French"
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,08-Mar-96,https://m.media-amazon.com/images/M/MV5BNDQ4ZmYxODctZDVlZC00OTcxLWJjOGItZjRlMzk4MDA1Yjg1XkEyXkFqcGc@._V1_SX300.jpg,8.0,88%,Wong Kar-Wai,"Brigitte Lin, Takeshi Kaneshiro, Tony Leung Chiu-wai",0,0,0,102 min,"Cantonese, Mandarin"
125,Flirting With Disaster (1996),Comedy,12-Apr-96,https://m.media-amazon.com/images/M/MV5BZjI5M2YzMDEtY2EwNS00MTQzLThkODEtNjkzMzRlOWZhNmYzXkEyXkFqcGc@._V1_SX300.jpg,6.7,88%,David O. Russell,"Ben Stiller, Patricia Arquette, Téa Leoni",0,0,0,92 min,English
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,02-Feb-96,https://m.media-amazon.com/images/M/MV5BOTdmY2EwZTMtYTE5MC00Yzg2LTk5MGItYTdmMmRiZmM0Y2VjXkEyXkFqcGc@._V1_SX300.jpg,3.2,N/A,Peter MacDonald,"Jason James Richter, Melody Kay, Jack Black",0,0,0,95 min,English
128,Jupiter's Wife (1994),Documentary,08-Sep-95,https://m.media-amazon.com/images/M/MV5BMTI3ODIyODY4N15BMl5BanBnXkFtZTcwNjE3MjUyMQ@@._V1_SX300.jpg,7.1,83%,Michel Negroponte,"Maggie Cogan, Katina Pendleton",0,0,0,87 min,English
129,Pie in the Sky (1996),Comedy|Romance,09-Feb-96,https://m.media-amazon.com/images/M/MV5BMTAxMTQwNTg1NjNeQTJeQWpwZ15BbWU3MDEzMzI0MjE@._V1_SX300.jpg,5.8,N/A,Bryan Gordon,"Josh Charles, Anne Heche, John Goodman",0,0,0,95 min,English
132,Jade (1995),Thriller,13-Oct-95,https://m.media-amazon.com/images/M/MV5BZGZjNjZjY2QtYjJkNC00OTVmLWJiN2QtYjRiZGQyMDZlYjI4XkEyXkFqcGc@._V1_SX300.jpg,5.3,16%,William Friedkin,"David Caruso, Linda Fiorentino, Chazz Palminteri",0,0,0,95 min,English
135,Down Periscope (1996),Comedy,01-Mar-96,https://m.media-amazon.com/images/M/MV5BZGEyMTczZjktMTVkNC00Zjg3LTljOWQtNjQ1NjY0YWZjYjM0XkEyXkFqcGc@._V1_SX300.jpg,6.2,11%,David S. Ward,"Kelsey Grammer, Lauren Holly, Rob Schneider",0,0,0,92 min,English
137,Man of the Year (1995),Documentary,15-Mar-96,https://m.media-amazon.com/images/M/MV5BMjY3MjczMjQwMV5BMl5BanBnXkFtZTcwNDM3OTEzMQ@@._V1_SX300.jpg,6.0,24%,Dirk Shafer,"Vivian Paxton, Claudette Sutherland, Michael Ornstein",0,0,0,86 min,"English, Yiddish"
140,Up Close and Personal (1996),Drama|Romance,01-Mar-96,https://m.media-amazon.com/images/M/MV5BMDA2ZjI2ZjAtNjAxOS00YmIxLTgwMWEtNzA5ZDBjM2M0OGY3XkEyXkFqcGc@._V1_SX300.jpg,6.1,32%,Jon Avnet,"Robert Redford, Michelle Pfeiffer, Stockard Channing",1,0,0,124 min,"English, Spanish"
141,"Birdcage, The (1996)",Comedy,08-Mar-96,https://m.media-amazon.com/images/M/MV5BMTM2NjExODYyOF5BMl5BanBnXkFtZTcwNTc0NjgyNA@@._V1_SX300.jpg,7.2,84%,Mike Nichols,"Robin Williams, Nathan Lane, Gene Hackman",1,0,0,117 min,English
144,"Brothers McMullen, The (1995)",Comedy,11-Aug-95,https://m.media-amazon.com/images/M/MV5BZDQ3MmE1NWItMGIzNi00NWZjLTgzZDMtYmY5YjdhNDQ0NjcxXkEyXkFqcGc@._V1_SX300.jpg,6.6,88%,Edward Burns,"Jack Mulcahy, Michael McGlone, Edward Burns",0,0,0,98 min,English
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,07-Apr-95,https://m.media-amazon.com/images/M/MV5BMWNjZWEwNDMtMWE1ZC00MTgwLTk2YzAtYmE0NTkwOWVhMDI0XkEyXkFqcGc@._V1_SX300.jpg,6.8,43%,Michael Bay,"Will Smith, Martin Lawrence, Lisa Boyle",0,0,0,119 min,"English, Persian"
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,25-Aug-95,https://m.media-amazon.com/images/M/MV5BZmUyZWJmZDktMjE0Yy00MjUwLTlmMmUtNTk0YjFkODUxZTVkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,5.7,33%,Christopher Cain,"Stephen Lang, Ryan Slater, Yi Ding",0,0,0,84 min,English
147,"Basketball Diaries, The (1995)",Drama,21-Apr-95,https://m.media-amazon.com/images/M/MV5BOGQ0YmUzZDctOThjOC00MWYzLWE2ZGEtZjQyNmEyZGI4YjVjXkEyXkFqcGc@._V1_SX300.jpg,7.3,45%,Scott Kalvert,"Leonardo DiCaprio, Lorraine Bracco, Marilyn Sokol",0,0,0,102 min,English
148,"Awfully Big Adventure, An (1995)",Drama,21-Jul-95,https://m.media-amazon.com/images/M/MV5BOGVhMWE5NzAtYTVmZC00OGFmLWEyOTUtNWE5MjUzNDVjZmE3XkEyXkFqcGc@._V1_SX300.jpg,5.8,40%,Mike Newell,"Hugh Grant, Alan Rickman, Georgina Cates",0,0,0,112 min,English
149,Amateur (1994),Crime|Drama|Thriller,19-May-95,https://m.media-amazon.com/images/M/MV5BYzUzMmVjYjItMTdkZC00NGRhLWIzODMtZWJkN2EzYzdkNDYxXkEyXkFqcGc@._V1_SX300.jpg,6.8,79%,Hal Hartley,"Isabelle Huppert, Martin Donovan, Elina Löwensohn",0,0,0,105 min,English
150,Apollo 13 (1995),Adventure|Drama|IMAX,30-Jun-95,https://m.media-amazon.com/images/M/MV5BMGZmNGY1OTAtNjFkYS00MjcyLWFlZjUtYzEyMDllZGZhMzM3XkEyXkFqcGc@._V1_SX300.jpg,7.7,96%,Ron Howard,"Tom Hanks, Bill Paxton, Kevin Bacon",2,0,0,140 min,English
151,Rob Roy (1995),Action|Drama|Romance|War,14-Apr-95,https://m.media-amazon.com/images/M/MV5BYzU2NzcxMjgtNDdjYi00MDRiLTg4ZWEtNDAzODNlYzEyN2NhXkEyXkFqcGc@._V1_SX300.jpg,6.9,73%,Michael Caton-Jones,"Liam Neeson, Jessica Lange, John Hurt",1,0,0,139 min,English
152,"Addiction, The (1995)",Drama|Horror,06-Oct-95,https://m.media-amazon.com/images/M/MV5BMGM4NzExZGItZGE3ZS00ZWI0LWE0M2EtZjI1Njc0ZGYzYzgyXkEyXkFqcGc@._V1_SX300.jpg,6.4,74%,Abel Ferrara,"Lili Taylor, Christopher Walken, Annabella Sciorra",0,0,0,82 min,English
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,16-Jun-95,https://m.media-amazon.com/images/M/MV5BMTUyNjJhZWItMTZkNS00NDc4LTllNjUtYTg3NjczMzA5ZTViXkEyXkFqcGc@._V1_SX300.jpg,5.4,41%,Joel Schumacher,"Val Kilmer, Tommy Lee Jones, Jim Carrey",3,0,0,121 min,English
154,Beauty of the Day (Belle de jour) (1967),Drama,10-Apr-68,https://m.media-amazon.com/images/M/MV5BMDhiYmZmNjEtZjE1NC00YmIxLTgyMDEtODVkYTkyNzZkNzk0XkEyXkFqcGc@._V1_SX300.jpg,7.6,95%,Luis Buñuel,"Catherine Deneuve, Jean Sorel, Michel Piccoli",0,0,1,100 min,"French, Kalmyk-Oirat, Spanish, Latin, English"
155,Beyond Rangoon (1995),Adventure|Drama|War,25-Aug-95,https://m.media-amazon.com/images/M/MV5BNWM2MDhlMjUtMTJkNi00MzVjLWJkZWItMmNhMGY2ZmIyMDQ3XkEyXkFqcGc@._V1_SX300.jpg,6.5,35%,John Boorman,"Patricia Arquette, U Aung Ko, Frances McDormand",0,0,0,100 min,English
156,Blue in the Face (1995),Comedy|Drama,13-Oct-95,https://m.media-amazon.com/images/M/MV5BZTU0ZTE1M2ItNzI4Yi00MmI0LWE2M2YtMThlYzI1ZmY5N2QwXkEyXkFqcGc@._V1_SX300.jpg,6.6,43%,"Paul Auster, Wayne Wang, Harvey Wang","Harvey Keitel, Lou Reed, Michael J. Fox",0,0,0,83 min,English
157,Canadian Bacon (1995),Comedy|War,22-Sep-95,https://m.media-amazon.com/images/M/MV5BMTUwNDU0NzcwMl5BMl5BanBnXkFtZTcwNzk1NjAzNA@@._V1_SX300.jpg,5.9,17%,Michael Moore,"John Candy, Alan Alda, Rhea Perlman",0,0,0,91 min,English
158,Casper (1995),Adventure|Children,26-May-95,https://m.media-amazon.com/images/M/MV5BZjYzZWZlYzYtZWZkYy00YjRkLWIxN2EtNjY1MGZmYmQxYTIxXkEyXkFqcGc@._V1_SX300.jpg,6.2,52%,Brad Silberling,"Bill Pullman, Christina Ricci, Cathy Moriarty",0,0,0,100 min,English
159,Clockers (1995),Crime|Drama|Mystery,13-Sep-95,https://m.media-amazon.com/images/M/MV5BZTI5OWEwOGQtMzE1Ny00NWM0LTlmOGItYTRhNzlkY2E3Nzk2XkEyXkFqcGc@._V1_SX300.jpg,6.9,75%,Spike Lee,"Harvey Keitel, John Turturro, Delroy Lindo",0,0,0,128 min,English
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,09-Jun-95,https://m.media-amazon.com/images/M/MV5BOTc0MmM1MmMtYTI0Yi00YzJlLTg4MjctNjBlOGQ4NGJjZTNmXkEyXkFqcGc@._V1_SX300.jpg,5.3,23%,Frank Marshall,"Laura Linney, Tim Curry, Dylan Walsh",0,0,0,109 min,"English, American Sign "
161,Crimson Tide (1995),Drama|Thriller|War,12-May-95,https://m.media-amazon.com/images/M/MV5BNTNhZDk2NmQtNDc3ZC00Nzk3LWFmNTctYTc0OWMyNGM0ZWYyXkEyXkFqcGc@._V1_SX300.jpg,7.4,89%,Tony Scott,"Gene Hackman, Denzel Washington, Matt Craven",3,0,0,116 min,English
162,Crumb (1994),Documentary,28-Apr-95,https://m.media-amazon.com/images/M/MV5BZDQ2NjNkZTktNTg4MC00ZTBkLTlkMDItYzIyODA4M2MzMzdjXkEyXkFqcGc@._V1_SX300.jpg,8.0,95%,Terry Zwigoff,"Robert Crumb, Aline Kominsky-Crumb, Charles Crumb",0,0,0,119 min,English
163,Desperado (1995),Action|Romance|Western,25-Aug-95,https://m.media-amazon.com/images/M/MV5BN2IzOThmNTMtODE4My00NTI1LThkOWMtNTA4MTc4NWI1NTNlXkEyXkFqcGc@._V1_SX300.jpg,7.1,70%,Robert Rodriguez,"Antonio Banderas, Salma Hayek, Joaquim de Almeida",0,0,0,104 min,"English, Spanish"
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,29-Sep-95,https://m.media-amazon.com/images/M/MV5BNDM1YzFjMWYtOTEyNS00Mzk3LWFhNzEtYTBlYmMxNDZlYjdlXkEyXkFqcGc@._V1_SX300.jpg,6.8,92%,Carl Franklin,"Denzel Washington, Tom Sizemore, Jennifer Beals",0,0,0,102 min,English
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,19-May-95,https://m.media-amazon.com/images/M/MV5BYjkzNzdkMTctNzMwMS00M2Q0LWIyOTMtNmM2NDY5NWZjNTJlXkEyXkFqcGc@._V1_SX300.jpg,7.6,60%,John McTiernan,"Bruce Willis, Jeremy Irons, Samuel L. Jackson",0,0,0,128 min,"English, German, Romanian"
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,27-Oct-95,https://m.media-amazon.com/images/M/MV5BYjQ2MmE3NzctZjYzZS00ZGVjLWEyODUtYjM3MTAwYTQ2YmU4XkEyXkFqcGc@._V1_SX300.jpg,6.1,55%,Gregg Araki,"James Duval, Rose McGowan, Johnathon Schaech",0,0,0,83 min,English
168,First Knight (1995),Action|Drama|Romance,07-Jul-95,https://m.media-amazon.com/images/M/MV5BYTNmNzJiOWItZTM4Mi00NmFjLWJkNzctZGE0YTA2ZjgwZmM0XkEyXkFqcGc@._V1_SX300.jpg,6.0,45%,Jerry Zucker,"Sean Connery, Richard Gere, Julia Ormond",0,0,0,134 min,English
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,19-Jul-95,https://m.media-amazon.com/images/M/MV5BMmVjZjMxMmUtYWQ4Mi00YzAzLThkMmQtZjNmMGQyNDVkNzk2XkEyXkFqcGc@._V1_SX300.jpg,5.1,50%,Dwight H. Little,"Jason James Richter, Michael Madsen, Francis Capra",0,0,0,95 min,"English, Danish, Malay, Dutch, Indonesian, Finnish, Luxembourgish, French Sign "
170,Hackers (1995),Action|Adventure|Crime|Thriller,15-Sep-95,https://m.media-amazon.com/images/M/MV5BOGZkZTc2ZjItNzIzMS00ODRlLTliNjgtZjRmNzM2NjkzZTU1XkEyXkFqcGc@._V1_SX300.jpg,6.2,33%,Iain Softley,"Jonny Lee Miller, Angelina Jolie, Jesse Bradford",0,0,0,105 min,"English, Italian, Spanish, Japanese, Russian"
171,Jeffrey (1995),Comedy|Drama,18-Aug-95,https://m.media-amazon.com/images/M/MV5BODZjNzc1Y2MtZWE1NC00ZjU3LWJkZGMtMTExNGY3NzczMzYxXkEyXkFqcGc@._V1_SX300.jpg,6.8,71%,Christopher Ashley,"Steven Weber, Michael T. Weiss, Peter Jacobson",0,0,0,92 min,English
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,26-May-95,https://m.media-amazon.com/images/M/MV5BZGFjNWVhMzktZjJkZi00NWI3LWJiY2MtMTM1MGMxYzI0NmFjXkEyXkFqcGc@._V1_SX300.jpg,5.6,20%,Robert Longo,"Keanu Reeves, Dolph Lundgren, Dina Meyer",0,0,0,96 min,"English, Japanese"
173,Judge Dredd (1995),Action|Crime|Sci-Fi,30-Jun-95,https://m.media-amazon.com/images/M/MV5BZWM0MjExNzMtNGJkMy00MDNhLTlkOTctNDFiYzVjNTVmNGFjXkEyXkFqcGc@._V1_SX300.jpg,5.6,21%,Danny Cannon,"Sylvester Stallone, Armand Assante, Rob Schneider",0,0,0,96 min,English
174,Jury Duty (1995),Comedy,12-Apr-95,https://m.media-amazon.com/images/M/MV5BNjc1NmZmYWYtMzJlOC00MzJmLTg0MTMtMzIyZmRmZGU2MGFmXkEyXkFqcGc@._V1_SX300.jpg,4.3,0%,John Fortenberry,"Pauly Shore, Tia Carrere, Stanley Tucci",0,0,0,88 min,English
175,Kids (1995),Drama,01-Sep-95,https://m.media-amazon.com/images/M/MV5BZDVlZjdkM2YtNTU3ZS00NjVmLWEwMWMtOWQ3MTM1Mzk4MWM2XkEyXkFqcGc@._V1_SX300.jpg,7.0,47%,Larry Clark,"Leo Fitzpatrick, Justin Pierce, Chloë Sevigny",0,0,0,91 min,"English, Spanish"
176,Living in Oblivion (1995),Comedy,21-Jul-95,https://m.media-amazon.com/images/M/MV5BMzUyMmFhMTAtM2MzNS00ODZkLWIwM2UtYTA2OTAzYzA5OWMxXkEyXkFqcGc@._V1_SX300.jpg,7.5,86%,Tom DiCillo,"Steve Buscemi, Catherine Keener, Dermot Mulroney",0,0,0,90 min,English
177,Lord of Illusions (1995),Horror,25-Aug-95,https://m.media-amazon.com/images/M/MV5BNDg1OTc0MDQwNl5BMl5BanBnXkFtZTcwMjQ3NDk0NA@@._V1_SX300.jpg,6.0,58%,Clive Barker,"Scott Bakula, Kevin J. O'Connor, J. Trevor Edmond",0,0,0,109 min,English
178,Love & Human Remains (1993),Comedy|Drama,23-Jun-95,https://m.media-amazon.com/images/M/MV5BYzU2ZjUxYWMtOWU5OC00MjVkLThiMTMtNzhhODg4YjAzMjIyXkEyXkFqcGdeQXVyMjE3MTA1Mw@@._V1_SX300.jpg,6.6,71%,Denys Arcand,"Thomas Gibson, Ruth Marshall, Cameron Bancroft",0,0,0,100 min,English
179,Mad Love (1995),Drama|Romance,26-May-95,https://m.media-amazon.com/images/M/MV5BZjVlZGY3ZTItYjZkMS00N2U4LTk1ZWMtNTFjYTdiYmFmZWRmXkEyXkFqcGc@._V1_SX300.jpg,5.3,N/A,Antonia Bird,"Chris O'Donnell, Drew Barrymore, Matthew Lillard",0,0,0,93 min,English
